cipcode,cip6,cip6_description,cip4,cip4_description,cip2,cip2_description
51.2699,51.2699,"Health Aides/Attendants/Orderlies, Other.",51.26,Health Aides/Attendants/Orderlies.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.2703,51.2703,Medical Illustration/Medical Illustrator.,51.27,Medical Illustration and Informatics.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.2706,51.2706,Medical Informatics.,51.27,Medical Illustration and Informatics.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.2799,51.2799,"Medical Illustration and Informatics, Other.",51.27,Medical Illustration and Informatics.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3101,51.3101,Dietetics/Dietitian.,51.31,Dietetics and Clinical Nutrition Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3102,51.3102,Clinical Nutrition/Nutritionist.,51.31,Dietetics and Clinical Nutrition Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3103,51.3103,Dietetic Technician.,51.31,Dietetics and Clinical Nutrition Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3104,51.3104,Dietitian Assistant.,51.31,Dietetics and Clinical Nutrition Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3199,51.3199,"Dietetics and Clinical Nutrition Services, Other.",51.31,Dietetics and Clinical Nutrition Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3201,51.3201,Bioethics/Medical Ethics.,51.32,Bioethics/Medical Ethics.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3300,51.33,Alternative and Complementary Medicine and Medical,51.33,Alternative and Complementary Medicine and Medical,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3301,51.3301,Acupuncture and Oriental Medicine.,51.33,Alternative and Complementary Medicine and Medical,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3302,51.3302,Traditional Chinese Medicine and Chinese Herbology,51.33,Alternative and Complementary Medicine and Medical,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3303,51.3303,Naturopathic Medicine/Naturopathy.,51.33,Alternative and Complementary Medicine and Medical,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3304,51.3304,Homeopathic Medicine/Homeopathy.,51.33,Alternative and Complementary Medicine and Medical,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3305,51.3305,Ayurvedic Medicine/Ayurveda.,51.33,Alternative and Complementary Medicine and Medical,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3306,51.3306,Holistic Health.,51.33,Alternative and Complementary Medicine and Medical,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3399,51.3399,Alternative and Complementary Medicine and Medical,51.33,Alternative and Complementary Medicine and Medical,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3401,51.3401,Direct Entry Midwifery.,51.34,Alternative and Complementary Medical Support Serv,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3499,51.3499,Alternative and Complementary Medical Support Serv,51.34,Alternative and Complementary Medical Support Serv,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3501,51.3501,Massage Therapy/Therapeutic Massage.,51.35,Somatic Bodywork and Related Therapeutic Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3502,51.3502,Asian Bodywork Therapy.,51.35,Somatic Bodywork and Related Therapeutic Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3503,51.3503,Somatic Bodywork.,51.35,Somatic Bodywork and Related Therapeutic Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3599,51.3599,"Somatic Bodywork and Related Therapeutic Services,",51.35,Somatic Bodywork and Related Therapeutic Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3601,51.3601,Movement Therapy and Movement Education.,51.36,Movement and Mind-Body Therapies and Education.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3602,51.3602,Yoga Teacher Training/Yoga Therapy.,51.36,Movement and Mind-Body Therapies and Education.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3603,51.3603,Hypnotherapy/Hypnotherapist.,51.36,Movement and Mind-Body Therapies and Education.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3699,51.3699,"Movement and Mind-Body Therapies and Education, Ot",51.36,Movement and Mind-Body Therapies and Education.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3701,51.3701,Aromatherapy.,51.37,Energy and Biologically Based Therapies.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3702,51.3702,Herbalism/Herbalist.,51.37,Energy and Biologically Based Therapies.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3703,51.3703,Polarity Therapy.,51.37,Energy and Biologically Based Therapies.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3704,51.3704,Reiki.,51.37,Energy and Biologically Based Therapies.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3799,51.3799,"Energy and Biologically Based Therapies, Other.",51.37,Energy and Biologically Based Therapies.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3801,51.3801,Registered Nursing/Registered Nurse.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3802,51.3802,Nursing Administration.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3803,51.3803,Adult Health Nurse/Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3804,51.3804,Nurse Anesthetist.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3805,51.3805,Family Practice Nurse/Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3806,51.3806,Maternal/Child Health and Neonatal Nurse/Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3807,51.3807,Nurse Midwife/Nursing Midwifery.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3808,51.3808,Nursing Science.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3809,51.3809,Pediatric Nurse/Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3810,51.381,Psychiatric/Mental Health Nurse/Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3811,51.3811,Public Health/Community Nurse/Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3812,51.3812,Perioperative/Operating Room and Surgical Nurse/Nu,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3813,51.3813,Clinical Nurse Specialist.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3814,51.3814,Critical Care Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3815,51.3815,Occupational and Environmental Health Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3816,51.3816,Emergency Room/Trauma Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3817,51.3817,Nursing Education.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3818,51.3818,Nursing Practice.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3819,51.3819,Palliative Care Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3820,51.382,Clinical Nurse Leader.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3821,51.3821,Geriatric Nurse/Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3822,51.3822,Women's Health Nurse/Nursing.,51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3899,51.3899,"Registered Nursing, Nursing Administration, Nursin",51.38,"Registered Nursing, Nursing Administration, Nursin",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3901,51.3901,Licensed Practical/Vocational Nurse Training.,51.39,"Practical Nursing, Vocational Nursing and Nursing",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3902,51.3902,Nursing Assistant/Aide and Patient Care Assistant/,51.39,"Practical Nursing, Vocational Nursing and Nursing",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.3999,51.3999,"Practical Nursing, Vocational Nursing and Nursing",51.39,"Practical Nursing, Vocational Nursing and Nursing",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.9999,51.9999,"Health Professions and Related Clinical Sciences,",51.99,"Health Professions and Related Clinical Sciences,",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
52.0101,52.0101,"Business/Commerce, General.",52.01,"Business/Commerce, General.",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0201,52.0201,"Business Administration and Management, General.",52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0202,52.0202,"Purchasing, Procurement/Acquisitions and Contracts",52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0203,52.0203,"Logistics, Materials, and Supply Chain Management.",52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0204,52.0204,Office Management and Supervision.,52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0205,52.0205,Operations Management and Supervision.,52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0206,52.0206,Non-Profit/Public/Organizational Management.,52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0207,52.0207,Customer Service Management.,52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0208,52.0208,E-Commerce/Electronic Commerce.,52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0209,52.0209,Transportation/Mobility Management.,52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0210,52.021,Research and Development Management.,52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0211,52.0211,Project Management.,52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0212,52.0212,Retail Management.,52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0213,52.0213,Organizational Leadership.,52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0299,52.0299,"Business Administration, Management and Operations",52.02,"Business Administration, Management and Operations",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0301,52.0301,Accounting.,52.03,Accounting and Related Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0302,52.0302,Accounting Technology/Technician and Bookkeeping.,52.03,Accounting and Related Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0303,52.0303,Auditing.,52.03,Accounting and Related Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0304,52.0304,Accounting and Finance.,52.03,Accounting and Related Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0305,52.0305,Accounting and Business/Management.,52.03,Accounting and Related Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0399,52.0399,"Accounting and Related Services, Other.",52.03,Accounting and Related Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0401,52.0401,"Administrative Assistant and Secretarial Science,",52.04,Business Operations Support and Assistant Services,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0402,52.0402,Executive Assistant/Executive Secretary.,52.04,Business Operations Support and Assistant Services,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0406,52.0406,Receptionist.,52.04,Business Operations Support and Assistant Services,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0407,52.0407,Business/Office Automation/Technology/Data Entry.,52.04,Business Operations Support and Assistant Services,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0408,52.0408,General Office Occupations and Clerical Services.,52.04,Business Operations Support and Assistant Services,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0409,52.0409,"Parts, Warehousing, and Inventory Management Opera",52.04,Business Operations Support and Assistant Services,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0410,52.041,"Traffic, Customs, and Transportation Clerk/Technic",52.04,Business Operations Support and Assistant Services,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0411,52.0411,Customer Service Support/Call Center/Teleservice O,52.04,Business Operations Support and Assistant Services,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0499,52.0499,Business Operations Support and Secretarial Servic,52.04,Business Operations Support and Assistant Services,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0501,52.0501,Business/Corporate Communications.,52.05,Business/Corporate Communications.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0601,52.0601,Business/Managerial Economics.,52.06,Business/Managerial Economics.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0701,52.0701,Entrepreneurship/Entrepreneurial Studies.,52.07,Entrepreneurial and Small Business Operations.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0702,52.0702,Franchising and Franchise Operations.,52.07,Entrepreneurial and Small Business Operations.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0703,52.0703,Small Business Administration/Management.,52.07,Entrepreneurial and Small Business Operations.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0799,52.0799,"Entrepreneurial and Small Business Operations, Oth",52.07,Entrepreneurial and Small Business Operations.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0801,52.0801,"Finance, General.",52.08,Finance and Financial Management Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0803,52.0803,Banking and Financial Support Services.,52.08,Finance and Financial Management Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0804,52.0804,Financial Planning and Services.,52.08,Finance and Financial Management Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0806,52.0806,International Finance.,52.08,Finance and Financial Management Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0807,52.0807,Investments and Securities.,52.08,Finance and Financial Management Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0808,52.0808,Public Finance.,52.08,Finance and Financial Management Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0809,52.0809,Credit Management.,52.08,Finance and Financial Management Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0899,52.0899,"Finance and Financial Management Services, Other.",52.08,Finance and Financial Management Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0901,52.0901,"Hospitality Administration/Management, General.",52.09,Hospitality Administration/Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0903,52.0903,Tourism and Travel Services Management.,52.09,Hospitality Administration/Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0904,52.0904,Hotel/Motel Administration/Management.,52.09,Hospitality Administration/Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0905,52.0905,Restaurant/Food Services Management.,52.09,Hospitality Administration/Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0906,52.0906,Resort Management.,52.09,Hospitality Administration/Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0907,52.0907,Meeting and Event Planning.,52.09,Hospitality Administration/Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0908,52.0908,Casino Management.,52.09,Hospitality Administration/Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0909,52.0909,"Hotel, Motel, and Restaurant Management.",52.09,Hospitality Administration/Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.0999,52.0999,"Hospitality Administration/Management, Other.",52.09,Hospitality Administration/Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1001,52.1001,Human Resources Management/Personnel Administratio,52.1,Human Resources Management and Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1002,52.1002,Labor and Industrial Relations.,52.1,Human Resources Management and Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1003,52.1003,Organizational Behavior Studies.,52.1,Human Resources Management and Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1004,52.1004,Labor Studies.,52.1,Human Resources Management and Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1005,52.1005,Human Resources Development.,52.1,Human Resources Management and Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1099,52.1099,"Human Resources Management and Services, Other.",52.1,Human Resources Management and Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1101,52.1101,International Business/Trade/Commerce.,52.11,International Business.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1201,52.1201,"Management Information Systems, General.",52.12,Management Information Systems and Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1206,52.1206,Information Resources Management.,52.12,Management Information Systems and Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1207,52.1207,Knowledge Management.,52.12,Management Information Systems and Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1299,52.1299,"Management Information Systems and Services, Other",52.12,Management Information Systems and Services.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1301,52.1301,Management Science.,52.13,Management Sciences and Quantitative Methods.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1302,52.1302,Business Statistics.,52.13,Management Sciences and Quantitative Methods.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1304,52.1304,Actuarial Science.,52.13,Management Sciences and Quantitative Methods.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1399,52.1399,"Management Sciences and Quantitative Methods, Othe",52.13,Management Sciences and Quantitative Methods.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1401,52.1401,"Marketing/Marketing Management, General.",52.14,Marketing.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1402,52.1402,Marketing Research.,52.14,Marketing.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1403,52.1403,International Marketing.,52.14,Marketing.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1499,52.1499,"Marketing, Other.",52.14,Marketing.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1501,52.1501,Real Estate.,52.15,Real Estate.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1601,52.1601,Taxation.,52.16,Taxation.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1701,52.1701,Insurance.,52.17,Insurance.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1801,52.1801,"Sales, Distribution, and Marketing Operations, Gen",52.18,"General Sales, Merchandising and Related Marketing",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1802,52.1802,Merchandising and Buying Operations.,52.18,"General Sales, Merchandising and Related Marketing",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1803,52.1803,Retailing and Retail Operations.,52.18,"General Sales, Merchandising and Related Marketing",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1804,52.1804,Selling Skills and Sales Operations.,52.18,"General Sales, Merchandising and Related Marketing",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1899,52.1899,"General Merchandising, Sales, and Related Marketin",52.18,"General Sales, Merchandising and Related Marketing",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1901,52.1901,Auctioneering.,52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1902,52.1902,Fashion Merchandising.,52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1903,52.1903,Fashion Modeling.,52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1904,52.1904,Apparel and Accessories Marketing Operations.,52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1905,52.1905,Tourism and Travel Services Marketing Operations.,52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1906,52.1906,Tourism Promotion Operations.,52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1907,52.1907,Vehicle and Vehicle Parts and Accessories Marketin,52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1908,52.1908,Business and Personal/Financial Services Marketing,52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1909,52.1909,Special Products Marketing Operations.,52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1910,52.191,Hospitality and Recreation Marketing Operations.,52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.1999,52.1999,"Specialized Merchandising, Sales, and Marketing Op",52.19,"Specialized Sales, Merchandising and  Marketing Op",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.2001,52.2001,Construction Management.,52.2,Construction Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.2101,52.2101,Telecommunications Management.,52.21,Telecommunications Management.,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
52.9999,52.9999,"Business, Management, Marketing, and Related Suppo",52.99,"Business, Management, Marketing, and Related Suppo",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPO"
53.0101,53.0101,Regular/General High School/Secondary Diploma Prog,53.01,High School/Secondary Diploma Programs.,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.
53.0102,53.0102,College/University Preparatory and Advanced High S,53.01,High School/Secondary Diploma Programs.,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.
53.0103,53.0103,Vocational High School and Secondary Business/Voca,53.01,High School/Secondary Diploma Programs.,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.
53.0104,53.0104,Honors/Regents High School/Secondary Diploma Progr,53.01,High School/Secondary Diploma Programs.,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.
53.0105,53.0105,Adult High School/Secondary Diploma Program.,53.01,High School/Secondary Diploma Programs.,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.
53.0199,53.0199,"High School/Secondary Diploma Programs, Other.",53.01,High School/Secondary Diploma Programs.,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.
53.0201,53.0201,High School Equivalence Certificate Program.,53.02,High School/Secondary Certificate Programs.,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.
53.0202,53.0202,High School Certificate of Competence Program.,53.02,High School/Secondary Certificate Programs.,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.
53.0203,53.0203,Certificate of IEP Completion Program.,53.02,High School/Secondary Certificate Programs.,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.
53.0299,53.0299,"High School/Secondary Certificates, Other.",53.02,High School/Secondary Certificate Programs.,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.
54.0101,54.0101,"History, General.",54.01,History.,54,HISTORY.
54.0102,54.0102,American  History (United States).,54.01,History.,54,HISTORY.
54.0103,54.0103,European History.,54.01,History.,54,HISTORY.
54.0104,54.0104,History and Philosophy of Science and Technology.,54.01,History.,54,HISTORY.
54.0105,54.0105,Public/Applied History.,54.01,History.,54,HISTORY.
54.0106,54.0106,Asian History.,54.01,History.,54,HISTORY.
54.0107,54.0107,Canadian History.,54.01,History.,54,HISTORY.
54.0108,54.0108,Military History.,54.01,History.,54,HISTORY.
54.0199,54.0199,"History, Other.",54.01,History.,54,HISTORY.
60.0101,60.0101,Oral and Maxillofacial Surgery Residency Program.,60.01,Dental Residency Programs.,60,RESIDENCY PROGRAMS.
60.0102,60.0102,Dental Public Health Residency Program.,60.01,Dental Residency Programs.,60,RESIDENCY PROGRAMS.
60.0103,60.0103,Endodontics Residency Program.,60.01,Dental Residency Programs.,60,RESIDENCY PROGRAMS.
60.0104,60.0104,Oral and Maxillofacial Pathology Residency Program,60.01,Dental Residency Programs.,60,RESIDENCY PROGRAMS.
60.0105,60.0105,Orthodontics Residency Program.,60.01,Dental Residency Programs.,60,RESIDENCY PROGRAMS.
60.0106,60.0106,Pediatric Dentistry Residency Program.,60.01,Dental Residency Programs.,60,RESIDENCY PROGRAMS.
60.0107,60.0107,Periodontology Residency Program.,60.01,Dental Residency Programs.,60,RESIDENCY PROGRAMS.
60.0108,60.0108,Prosthodontics Residency Program.,60.01,Dental Residency Programs.,60,RESIDENCY PROGRAMS.
